lga_id,year,primary_barriers,recommendation
cross_river__obubra,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__akoko-edo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__osogbo,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__ise/orun,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__njaba,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
benue__obi,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__buruku,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__obudu,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__orlu,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__iwo,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__awka_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__tarka,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__umuahia_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__odo_otin,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__ihiala,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ilesha_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__kaltungo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
osun__irepodun,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__ebonyi,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__lafia,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ijebu_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ndokwa_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__ikeduru,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__okehi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
gombe__yamaltu/deba,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ekiti__emure,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__ikere,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
imo__oguta,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
benue__konshisha,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ejigbo,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__gwer_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__etung,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__ekwusigo,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__ijero,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__ugwunagbo,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__olorunda,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__nasarawa_egon,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ede_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__afikpo_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__oru_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__anambra_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
benue__vandeikya,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__atakunmosa_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__ogbaru,2018,Multiple moderate access barriers,Maintain services and improve care quality
abia__ikwuano,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
nasarawa__keffi,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__adavi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__oru_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__remo_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__karu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__ikenne,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ila,2018,Elevated under-5 mortality indicators,Maintain services and improve care quality
nasarawa__doma,2018,Multiple moderate access barriers,Maintain services and improve care quality
gombe__nafada,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
benue__gwer_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
ekiti__efon,2018,Multiple moderate access barriers,Maintain services and improve care quality
imo__ihitte/uboma,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ekiti__ekiti_west,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
oyo__atisbo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
imo__isu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
benue__ogbadibo,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__atakunmosa_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__akwanga,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__rafi,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__odukpani,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__gbako,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ukwuani,2018,Multiple moderate access barriers,Maintain services and improve care quality
anambra__awka_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__gurara,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__kontagora,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__mashegu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__wushishi,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__shiroro,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
niger__borgu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__lapai,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__akoko_south_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__rijau,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__chanchaga,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
niger__mariga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__munya,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__bosso,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__suleja,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__paikoro,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__kanke,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__jos_north,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
plateau__jos_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__oredo,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__patani,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
plateau__shendam,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__egor,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__langtang_north,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
plateau__jos_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__mikang,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__barkin_ladi,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__pankshin,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__bokkos,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__wase,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
plateau__bassa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
anambra__orumba_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__kanam,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
plateau__langtang_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__mangu,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__tafa,2018,Multiple moderate access barriers,Maintain services and improve care quality
niger__magama,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
niger__agwara,2018,Multiple moderate access barriers,Maintain services and improve care quality
plateau__riyom,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__rabah,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ebonyi__ikwo,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__safana,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__ajeromi/ifelodun,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__koko-besse,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
lagos__epe,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__sumaila,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__ogori/magongo,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__amuwo_odofin,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__tsanyawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
lagos__ibeju_lekki,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__ajaokuta,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
oyo__irepo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__isoko_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__ezeagu,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__irele,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__owo,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__dekina,2018,Multiple moderate access barriers,Maintain services and improve care quality
ondo__akoko_north_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__oluyole,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ogba/egbema/ndoni,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
edo__ovia_south-west,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ndokwa_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__saki_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ebonyi__onicha,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__ethiope_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__obi,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__oyo_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__ivo,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__etsako_east,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__oshimili_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__izzi,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__isoko_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__ezza_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__ofu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__aniocha_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__aniocha_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__igalamela-odolu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__ibiono_ibom,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__obot_akara,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ogo_oluwa,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__atiba,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__ogbomosho_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__ovia_north-east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__afijio,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ogbomosho_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ikwerre,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__esit_eket,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__obio/akpor,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__etche,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__askira_uba,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__gwadabawa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__hadejia,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__kiri_kasama,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__konduga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__jere,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__eti_osa,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__kosofe,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__akinyele,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ido,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_north_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_south_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_south_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__abeokuta_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__alimosho,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ifako/ijaye,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ikorodu,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ifo,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ikeja,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ewekoro,2018,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ojo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__badagry,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__obafemi_owode,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ipokia,2018,Multiple moderate access barriers,Maintain services and improve care quality
benue__ohimini,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__ilorin_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kwara__asa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
